numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
61976;20250302120000;100990;100;6;mq;mq;305.050000;298.850000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;-20;mq;301.350000;mq;306.350000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20250302120000;101100;-150;6;50;1.500000;304.650000;298.550000;70;17410;0;mq;mq;mq;0;mq;mq;mq;mq;100950;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;2.700000;3.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20250302120000;102040;190;7;320;7.900000;282.050000;277.250000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100260;mq;mq;-570;mq;277.550000;mq;283.050000;mq;mq;mq;mq;13.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20250302120000;101990;-60;6;90;4.600000;284.550000;280.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101630;mq;mq;950;mq;mq;mq;mq;mq;mq;mq;mq;7.200000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20250302120000;100960;-170;6;350;4.900000;303.950000;297.650000;69;19630;0;mq;mq;mq;5;800;mq;mq;mq;100880;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;8.000000;8.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;900;5;mq;1110;mq;mq;mq;mq;mq;mq;
71805;20250302120000;100210;-110;6;200;13.100000;277.250000;277.150000;99;330;45;mq;mq;101;9;30;mq;mq;mq;100120;mq;mq;-1100;mq;mq;mq;mq;272.950000;mq;mq;17.200000;21.700000;-10;mq;mq;mq;mq;0.000000;0.600000;5.000000;9.200000;9.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20250302120000;101650;260;3;110;10.000000;298.350000;295.650000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;-10;mq;295.350000;mq;301.550000;mq;mq;mq;mq;15.900000;-10;mq;mq;mq;mq;1.200000;1.200000;5.000000;5.000000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20250302120000;101720;250;3;140;3.600000;298.150000;294.450000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;30;mq;297.250000;mq;303.750000;mq;mq;mq;9.800000;10.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20250302120000;101650;240;3;330;0.700000;297.050000;294.750000;87;27750;mq;mq;mq;mq;mq;mq;mq;mq;mq;101560;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;1.600000;1.600000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20250302120000;101610;240;3;130;9.400000;299.750000;295.550000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;-30;mq;297.950000;mq;301.850000;mq;mq;mq;12.000000;12.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20250302120000;101570;250;3;120;4.300000;298.850000;295.350000;81;30940;0;mq;mq;mq;2;800;mq;mq;mq;101480;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;8.700000;8.700000;-10;mq;mq;mq;mq;0.000000;0.600000;0.600000;1.600000;1.600000;mq;mq;mq;mq;2;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20250302120000;101360;250;3;80;3.600000;298.350000;296.250000;88;23520;0;mq;mq;100;7;450;mq;mq;mq;101270;mq;mq;70;296.150000;mq;mq;mq;298.650000;mq;mq;6.400000;6.400000;-10;mq;mq;mq;mq;0.200000;1.400000;6.400000;16.100000;23.500000;mq;mq;mq;mq;1;mq;390;3;mq;540;7;mq;810;mq;mq;mq;
81408;20250302120000;101290;240;3;60;0.500000;297.350000;297.050000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;60;mq;296.150000;mq;302.850000;mq;mq;mq;1.100000;1.900000;-10;mq;mq;mq;mq;1.400000;1.600000;3.000000;27.100000;44.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20250302120000;mq;240;3;50;1.800000;298.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100180;mq;mq;10;mq;296.950000;mq;306.350000;mq;mq;mq;3.400000;5.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20250302120000;98440;100;1;140;8.200000;268.050000;259.750000;48;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97900;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20250302150000;103220;-180;6;60;3.500000;281.650000;276.250000;69;16900;0;mq;mq;mq;mq;mq;mq;mq;mq;102330;mq;mq;-100;mq;mq;mq;mq;273.250000;mq;mq;5.900000;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20250302150000;103240;-190;6;60;3.500000;282.150000;274.050000;57;10970;0;mq;mq;mq;0;mq;mq;mq;mq;102660;mq;mq;-130;mq;mq;mq;mq;272.950000;mq;mq;6.000000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20250302150000;103160;-190;6;70;6.900000;281.450000;276.650000;72;15000;2;2;mq;60;5;450;35;20;10;103050;mq;mq;-180;mq;mq;mq;mq;mq;mq;mq;10.000000;10.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20250302150000;103100;-200;6;20;4.500000;281.650000;275.250000;64;11090;0;mq;mq;mq;0;mq;mq;mq;mq;102270;mq;mq;-160;mq;mq;mq;mq;276.950000;mq;mq;6.900000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20250302150000;103110;-190;6;50;3.500000;282.650000;274.550000;57;16490;0;mq;mq;mq;0;mq;mq;mq;mq;101180;mq;mq;-140;mq;mq;mq;mq;275.050000;mq;mq;5.800000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20250302150000;103040;-170;6;50;4.100000;283.650000;274.450000;53;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101870;mq;mq;0;mq;mq;mq;mq;274.950000;mq;mq;6.600000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20250302150000;102960;-250;6;50;6.600000;282.750000;275.550000;61;15910;0;mq;mq;mq;0;mq;mq;mq;mq;101750;mq;mq;-280;mq;mq;mq;mq;274.150000;mq;mq;9.500000;10.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20250302150000;103030;-210;6;50;6.900000;281.550000;276.350000;70;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;102310;mq;mq;-230;mq;mq;mq;mq;mq;mq;mq;11.200000;13.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20250302150000;102930;-220;6;80;4.300000;284.350000;273.750000;48;19840;0;mq;mq;mq;0;mq;mq;mq;mq;102480;mq;mq;-150;mq;mq;mq;mq;273.050000;mq;mq;9.300000;9.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20250302150000;102970;-190;6;70;3.400000;283.950000;273.950000;50;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101200;mq;mq;-90;mq;mq;mq;mq;277.550000;mq;mq;5.100000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20250302150000;102990;-180;6;40;4.000000;284.650000;273.450000;46;21490;0;mq;mq;mq;0;mq;mq;mq;mq;101890;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;7.400000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20250302150000;102900;-200;6;60;4.500000;284.250000;274.250000;50;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101460;mq;mq;20;mq;mq;mq;mq;274.150000;mq;mq;7.300000;7.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20250302150000;102920;-160;6;60;4.800000;283.050000;271.050000;43;19550;0;mq;mq;mq;0;mq;mq;mq;mq;98690;mq;mq;50;mq;mq;mq;mq;268.050000;mq;mq;9.600000;9.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20250302150000;102980;-210;6;30;7.400000;283.450000;273.750000;51;23530;0;mq;mq;mq;0;mq;mq;mq;mq;101130;mq;mq;30;mq;mq;mq;mq;271.550000;mq;mq;9.800000;9.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20250302150000;102810;-160;6;60;5.200000;283.750000;275.350000;56;17810;0;mq;mq;mq;0;mq;mq;mq;mq;102490;mq;mq;-70;mq;mq;mq;mq;276.250000;mq;mq;9.200000;9.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20250302150000;102850;-160;7;60;4.200000;283.150000;275.950000;61;53700;0;mq;mq;mq;0;mq;mq;mq;mq;101480;mq;mq;30;mq;mq;mq;mq;275.950000;mq;mq;7.800000;8.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20250302150000;102810;-170;7;80;3.700000;283.350000;274.750000;55;19990;0;mq;mq;mq;mq;mq;mq;mq;mq;100780;mq;mq;110;mq;mq;mq;mq;274.150000;mq;mq;5.500000;6.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20250302150000;102780;-170;6;50;4.400000;283.650000;273.350000;49;34500;0;mq;mq;mq;0;mq;mq;mq;mq;100110;mq;mq;230;mq;mq;mq;mq;272.750000;mq;mq;7.500000;9.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20250302150000;102870;-210;6;10;3.300000;282.950000;273.550000;52;13150;0;mq;mq;mq;0;mq;mq;mq;mq;99550;mq;mq;170;mq;mq;mq;mq;276.450000;mq;mq;6.400000;6.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20250302150000;102760;-140;6;50;5.100000;283.650000;275.250000;56;39480;0;mq;mq;mq;0;mq;mq;mq;mq;101290;mq;mq;90;mq;mq;mq;mq;277.450000;mq;mq;8.000000;9.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20250302150000;102490;-120;6;20;4.500000;285.850000;274.850000;47;23740;0;mq;mq;mq;0;mq;mq;mq;mq;97710;mq;mq;100;mq;mq;mq;mq;275.450000;mq;mq;7.100000;9.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20250302150000;102700;-110;6;350;3.400000;282.850000;273.950000;54;20720;0;mq;mq;mq;0;mq;mq;mq;mq;98690;mq;mq;320;mq;mq;mq;mq;269.750000;mq;mq;6.500000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20250302150000;mq;-130;6;70;1.400000;282.650000;271.550000;46;20000;0;mq;mq;mq;0;mq;mq;mq;mq;92740;92500;854;330;mq;mq;mq;mq;271.250000;mq;mq;3.200000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20250302150000;102670;-140;7;340;4.600000;283.150000;274.750000;56;25000;1;0;0;10;0;mq;30;20;11;99760;mq;mq;400;mq;mq;mq;mq;mq;mq;mq;6.700000;6.900000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20250302150000;102500;-160;6;40;3.800000;286.750000;275.050000;45;26120;0;mq;mq;mq;0;mq;mq;mq;mq;101920;mq;mq;110;mq;mq;mq;mq;274.050000;mq;mq;6.300000;8.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20250302150000;102370;-160;6;130;1.300000;288.550000;274.650000;39;20000;0;mq;mq;mq;2;1750;mq;mq;mq;99270;mq;mq;220;mq;mq;mq;mq;275.850000;mq;mq;4.100000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;mq;1980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20250302150000;102110;-130;6;150;1.600000;287.350000;272.050000;35;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93900;mq;mq;430;mq;mq;mq;mq;273.250000;mq;mq;4.200000;7.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20250302150000;102450;-120;6;10;6.400000;285.750000;274.450000;46;19530;0;mq;mq;mq;mq;mq;mq;mq;mq;101550;mq;mq;350;mq;mq;mq;mq;276.850000;mq;mq;12.600000;12.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20250302150000;mq;90;6;40;7.200000;284.350000;268.250000;32;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92130;92500;841;480;mq;277.950000;mq;284.750000;mq;mq;mq;12.600000;14.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20250302150000;102410;-170;6;90;4.300000;287.150000;274.750000;43;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101700;mq;mq;190;mq;mq;mq;mq;275.850000;mq;mq;7.400000;7.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20250302150000;102370;-120;6;10;4.000000;283.250000;275.150000;57;45600;0;mq;mq;mq;5;6120;mq;mq;mq;98010;mq;mq;200;mq;mq;mq;mq;271.550000;mq;mq;6.100000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;6120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20250302150000;102220;160;6;260;1.700000;286.350000;277.750000;56;20000;0;mq;mq;10;1;1250;mq;mq;mq;97320;mq;mq;190;mq;272.350000;mq;286.550000;275.650000;mq;mq;3.400000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1250;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20250302150000;102310;-170;6;110;4.800000;288.550000;275.650000;42;43040;0;mq;mq;mq;0;mq;mq;mq;mq;100520;mq;mq;210;mq;mq;mq;mq;275.850000;mq;mq;7.700000;7.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20250302150000;102400;-110;6;210;3.400000;287.650000;278.750000;55;60000;0;mq;mq;mq;0;mq;mq;mq;mq;102300;mq;mq;460;mq;mq;mq;mq;277.950000;mq;mq;5.200000;5.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20250302150000;102340;-110;6;250;1.800000;288.250000;277.050000;47;36210;0;mq;mq;mq;0;mq;mq;mq;mq;101950;mq;mq;420;mq;mq;mq;mq;277.150000;mq;mq;2.600000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20250302150000;mq;mq;mq;80;9.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;17.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20250302150000;102260;-60;5;100;10.600000;288.850000;279.250000;53;40000;2;0;0;40;0;mq;30;20;11;101950;mq;mq;440;mq;mq;mq;mq;278.050000;mq;mq;13.900000;15.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20250302150000;102430;-140;6;120;3.500000;288.450000;275.950000;43;60000;0;mq;mq;mq;1;5640;mq;mq;mq;101900;mq;mq;520;mq;mq;mq;mq;282.050000;mq;mq;6.800000;8.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;2.000000;mq;mq;mq;mq;1;mq;5640;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20250302150000;102020;-40;5;230;3.900000;290.650000;283.750000;64;39080;0;mq;mq;mq;0;mq;mq;mq;mq;101910;mq;mq;440;mq;mq;mq;mq;281.150000;mq;mq;6.000000;7.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20250302150000;102360;-50;6;10;3.400000;286.150000;281.050000;71;60000;0;mq;mq;100;8;800;mq;mq;mq;102210;mq;mq;540;mq;mq;mq;mq;283.750000;mq;mq;5.300000;6.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;17.200000;mq;mq;mq;mq;1;mq;870;8;mq;1230;mq;mq;mq;mq;mq;mq;
61968;20250302150000;101000;50;3;250;2.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20250302150000;100990;20;3;280;3.800000;303.850000;299.550000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100880;mq;mq;100;mq;300.650000;mq;306.150000;mq;mq;mq;mq;6.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20250302150000;100930;60;3;200;3.700000;301.850000;298.050000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;310;mq;299.650000;mq;304.150000;mq;mq;mq;mq;7.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20250302150000;101130;140;3;mq;mq;302.750000;298.750000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;10;mq;301.350000;mq;305.550000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20250302150000;101180;80;3;90;1.300000;301.350000;296.750000;76;19600;0;mq;mq;mq;0;mq;mq;mq;mq;101030;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;2.800000;5.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20250302150000;101970;80;8;310;8.300000;280.050000;276.650000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100180;mq;mq;-670;mq;277.550000;mq;283.050000;mq;mq;mq;mq;11.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20250302150000;101950;-50;7;90;3.600000;280.650000;279.150000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101580;mq;mq;510;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20250302150000;100990;30;3;340;3.300000;303.150000;297.750000;73;17540;0;mq;mq;100;8;800;mq;mq;mq;100910;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;4.600000;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20250302150000;99990;-220;6;200;8.700000;276.650000;276.650000;100;190;45;mq;mq;101;9;30;mq;mq;mq;99900;mq;mq;-1650;mq;mq;mq;mq;273.150000;mq;mq;11.000000;13.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.600000;9.200000;9.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20250302150000;101740;90;0;170;6.900000;298.050000;295.150000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101420;mq;mq;-40;mq;295.350000;mq;301.550000;mq;mq;mq;mq;12.300000;-10;mq;mq;mq;mq;0.000000;0.000000;1.200000;5.000000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20250302150000;101790;70;0;120;4.100000;299.350000;293.950000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;-20;mq;297.250000;mq;303.750000;mq;mq;mq;9.400000;12.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20250302150000;101760;110;1;90;8.700000;298.650000;294.350000;77;40630;mq;mq;mq;mq;mq;mq;mq;mq;mq;101670;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.800000;1.800000;3.400000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20250302150000;101690;80;0;120;6.700000;297.450000;295.350000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;-60;mq;297.450000;mq;302.150000;mq;mq;mq;9.900000;17.800000;-10;mq;mq;mq;mq;1.200000;1.200000;1.200000;1.200000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20250302150000;101610;40;0;120;7.700000;303.150000;294.550000;60;53310;0;mq;mq;mq;2;800;mq;mq;mq;101520;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;11.000000;11.000000;-10;mq;mq;mq;mq;0.000000;0.200000;0.800000;0.800000;1.800000;mq;mq;mq;mq;2;mq;900;3;mq;1560;mq;mq;mq;mq;mq;mq;
