Datetime,t,Région
2025-04-07 00:00:00+00:00,12.421249,Nouvelle-Aquitaine
2025-04-07 00:15:00+00:00,12.230625,Nouvelle-Aquitaine
2025-04-07 00:30:00+00:00,12.04,Nouvelle-Aquitaine
2025-04-07 00:45:00+00:00,11.849375,Nouvelle-Aquitaine
2025-04-07 01:00:00+00:00,11.658751,Nouvelle-Aquitaine
2025-04-07 01:15:00+00:00,11.477501,Nouvelle-Aquitaine
2025-04-07 01:30:00+00:00,11.29625,Nouvelle-Aquitaine
2025-04-07 01:45:00+00:00,11.115,Nouvelle-Aquitaine
2025-04-07 02:00:00+00:00,10.93375,Nouvelle-Aquitaine
2025-04-07 02:15:00+00:00,10.843125,Nouvelle-Aquitaine
2025-04-07 02:30:00+00:00,10.752501,Nouvelle-Aquitaine
2025-04-07 02:45:00+00:00,10.661875,Nouvelle-Aquitaine
2025-04-07 03:00:00+00:00,10.57125,Nouvelle-Aquitaine
2025-04-07 03:15:00+00:00,10.49,Nouvelle-Aquitaine
2025-04-07 03:30:00+00:00,10.408751,Nouvelle-Aquitaine
2025-04-07 03:45:00+00:00,10.3275,Nouvelle-Aquitaine
2025-04-07 04:00:00+00:00,10.24625,Nouvelle-Aquitaine
2025-04-07 04:15:00+00:00,10.12125,Nouvelle-Aquitaine
2025-04-07 04:30:00+00:00,9.99625,Nouvelle-Aquitaine
2025-04-07 04:45:00+00:00,9.87125,Nouvelle-Aquitaine
2025-04-07 05:00:00+00:00,9.74625,Nouvelle-Aquitaine
2025-04-07 05:15:00+00:00,9.7275,Nouvelle-Aquitaine
2025-04-07 05:30:00+00:00,9.70875,Nouvelle-Aquitaine
2025-04-07 05:45:00+00:00,9.69,Nouvelle-Aquitaine
2025-04-07 06:00:00+00:00,9.671249,Nouvelle-Aquitaine
2025-04-07 06:15:00+00:00,9.968124,Nouvelle-Aquitaine
2025-04-07 06:30:00+00:00,10.264999,Nouvelle-Aquitaine
2025-04-07 06:45:00+00:00,10.561874,Nouvelle-Aquitaine
2025-04-07 07:00:00+00:00,10.858749,Nouvelle-Aquitaine
2025-04-07 07:15:00+00:00,11.22125,Nouvelle-Aquitaine
2025-04-07 07:30:00+00:00,11.58375,Nouvelle-Aquitaine
2025-04-07 07:45:00+00:00,11.94625,Nouvelle-Aquitaine
2025-04-07 08:00:00+00:00,12.30875,Nouvelle-Aquitaine
2025-04-07 08:15:00+00:00,12.765,Nouvelle-Aquitaine
2025-04-07 08:30:00+00:00,13.221251,Nouvelle-Aquitaine
2025-04-07 08:45:00+00:00,13.6775,Nouvelle-Aquitaine
2025-04-07 09:00:00+00:00,14.13375,Nouvelle-Aquitaine
2025-04-07 09:15:00+00:00,14.655625,Nouvelle-Aquitaine
2025-04-07 09:30:00+00:00,15.1775,Nouvelle-Aquitaine
2025-04-07 09:45:00+00:00,15.699375,Nouvelle-Aquitaine
2025-04-07 10:00:00+00:00,16.22125,Nouvelle-Aquitaine
2025-04-07 10:15:00+00:00,16.705626,Nouvelle-Aquitaine
2025-04-07 10:30:00+00:00,17.19,Nouvelle-Aquitaine
2025-04-07 10:45:00+00:00,17.674376,Nouvelle-Aquitaine
2025-04-07 11:00:00+00:00,18.15875,Nouvelle-Aquitaine
2025-04-07 11:15:00+00:00,18.5525,Nouvelle-Aquitaine
2025-04-07 11:30:00+00:00,18.94625,Nouvelle-Aquitaine
2025-04-07 11:45:00+00:00,19.34,Nouvelle-Aquitaine
2025-04-07 12:00:00+00:00,19.73375,Nouvelle-Aquitaine
2025-04-07 12:15:00+00:00,19.99625,Nouvelle-Aquitaine
2025-04-07 12:30:00+00:00,20.25875,Nouvelle-Aquitaine
2025-04-07 12:45:00+00:00,20.52125,Nouvelle-Aquitaine
2025-04-07 13:00:00+00:00,20.78375,Nouvelle-Aquitaine
2025-04-07 13:15:00+00:00,20.965,Nouvelle-Aquitaine
2025-04-07 13:30:00+00:00,21.146252,Nouvelle-Aquitaine
2025-04-07 13:45:00+00:00,21.327501,Nouvelle-Aquitaine
2025-04-07 14:00:00+00:00,21.50875,Nouvelle-Aquitaine
2025-04-07 14:15:00+00:00,21.530626,Nouvelle-Aquitaine
2025-04-07 14:30:00+00:00,21.552502,Nouvelle-Aquitaine
2025-04-07 14:45:00+00:00,21.574375,Nouvelle-Aquitaine
2025-04-07 15:00:00+00:00,21.59625,Nouvelle-Aquitaine
2025-04-07 15:15:00+00:00,21.6025,Nouvelle-Aquitaine
2025-04-07 15:30:00+00:00,21.60875,Nouvelle-Aquitaine
2025-04-07 15:45:00+00:00,21.615,Nouvelle-Aquitaine
2025-04-07 16:00:00+00:00,21.62125,Nouvelle-Aquitaine
2025-04-07 16:15:00+00:00,21.49,Nouvelle-Aquitaine
2025-04-07 16:30:00+00:00,21.35875,Nouvelle-Aquitaine
2025-04-07 16:45:00+00:00,21.2275,Nouvelle-Aquitaine
2025-04-07 17:00:00+00:00,21.09625,Nouvelle-Aquitaine
2025-04-07 17:15:00+00:00,20.749374,Nouvelle-Aquitaine
2025-04-07 17:30:00+00:00,20.4025,Nouvelle-Aquitaine
2025-04-07 17:45:00+00:00,20.055626,Nouvelle-Aquitaine
2025-04-07 18:00:00+00:00,19.70875,Nouvelle-Aquitaine
2025-04-07 18:15:00+00:00,19.249374,Nouvelle-Aquitaine
2025-04-07 18:30:00+00:00,18.79,Nouvelle-Aquitaine
2025-04-07 18:45:00+00:00,18.330626,Nouvelle-Aquitaine
2025-04-07 19:00:00+00:00,17.87125,Nouvelle-Aquitaine
2025-04-07 19:15:00+00:00,17.49,Nouvelle-Aquitaine
2025-04-07 19:30:00+00:00,17.10875,Nouvelle-Aquitaine
2025-04-07 19:45:00+00:00,16.7275,Nouvelle-Aquitaine
2025-04-07 20:00:00+00:00,16.34625,Nouvelle-Aquitaine
2025-04-07 20:15:00+00:00,16.030624,Nouvelle-Aquitaine
2025-04-07 20:30:00+00:00,15.715,Nouvelle-Aquitaine
2025-04-07 20:45:00+00:00,15.399375,Nouvelle-Aquitaine
2025-04-07 21:00:00+00:00,15.08375,Nouvelle-Aquitaine
2025-04-07 21:15:00+00:00,14.733749,Nouvelle-Aquitaine
2025-04-07 21:30:00+00:00,14.38375,Nouvelle-Aquitaine
2025-04-07 21:45:00+00:00,14.033751,Nouvelle-Aquitaine
2025-04-07 22:00:00+00:00,13.68375,Nouvelle-Aquitaine
2025-04-07 22:15:00+00:00,13.35875,Nouvelle-Aquitaine
2025-04-07 22:30:00+00:00,13.033751,Nouvelle-Aquitaine
2025-04-07 22:45:00+00:00,12.70875,Nouvelle-Aquitaine
2025-04-07 23:00:00+00:00,12.38375,Nouvelle-Aquitaine
2025-04-07 23:15:00+00:00,12.161875,Nouvelle-Aquitaine
2025-04-07 23:30:00+00:00,11.940001,Nouvelle-Aquitaine
2025-04-07 23:45:00+00:00,11.718125,Nouvelle-Aquitaine
2025-04-08 00:00:00+00:00,11.49625,Nouvelle-Aquitaine
2025-04-08 00:15:00+00:00,11.32125,Nouvelle-Aquitaine
2025-04-08 00:30:00+00:00,11.14625,Nouvelle-Aquitaine
2025-04-08 00:45:00+00:00,10.97125,Nouvelle-Aquitaine
2025-04-08 01:00:00+00:00,10.796249,Nouvelle-Aquitaine
2025-04-08 01:15:00+00:00,10.59625,Nouvelle-Aquitaine
2025-04-08 01:30:00+00:00,10.39625,Nouvelle-Aquitaine
2025-04-08 01:45:00+00:00,10.19625,Nouvelle-Aquitaine
2025-04-08 02:00:00+00:00,9.99625,Nouvelle-Aquitaine
2025-04-08 02:15:00+00:00,9.85875,Nouvelle-Aquitaine
2025-04-08 02:30:00+00:00,9.721251,Nouvelle-Aquitaine
2025-04-08 02:45:00+00:00,9.58375,Nouvelle-Aquitaine
2025-04-08 03:00:00+00:00,9.44625,Nouvelle-Aquitaine
2025-04-08 03:15:00+00:00,9.318125,Nouvelle-Aquitaine
2025-04-08 03:30:00+00:00,9.190001,Nouvelle-Aquitaine
2025-04-08 03:45:00+00:00,9.061875,Nouvelle-Aquitaine
2025-04-08 04:00:00+00:00,8.93375,Nouvelle-Aquitaine
2025-04-08 04:15:00+00:00,8.799376,Nouvelle-Aquitaine
2025-04-08 04:30:00+00:00,8.665,Nouvelle-Aquitaine
2025-04-08 04:45:00+00:00,8.530624,Nouvelle-Aquitaine
2025-04-08 05:00:00+00:00,8.39625,Nouvelle-Aquitaine
2025-04-08 05:15:00+00:00,8.399375,Nouvelle-Aquitaine
2025-04-08 05:30:00+00:00,8.4025,Nouvelle-Aquitaine
2025-04-08 05:45:00+00:00,8.405625,Nouvelle-Aquitaine
2025-04-08 06:00:00+00:00,8.408751,Nouvelle-Aquitaine
2025-04-08 06:15:00+00:00,8.7775,Nouvelle-Aquitaine
2025-04-08 06:30:00+00:00,9.14625,Nouvelle-Aquitaine
2025-04-08 06:45:00+00:00,9.515,Nouvelle-Aquitaine
2025-04-08 07:00:00+00:00,9.88375,Nouvelle-Aquitaine
2025-04-08 07:15:00+00:00,10.44625,Nouvelle-Aquitaine
2025-04-08 07:30:00+00:00,11.00875,Nouvelle-Aquitaine
2025-04-08 07:45:00+00:00,11.57125,Nouvelle-Aquitaine
2025-04-08 08:00:00+00:00,12.13375,Nouvelle-Aquitaine
2025-04-08 08:15:00+00:00,12.915,Nouvelle-Aquitaine
2025-04-08 08:30:00+00:00,13.69625,Nouvelle-Aquitaine
2025-04-08 08:45:00+00:00,14.4775,Nouvelle-Aquitaine
2025-04-08 09:00:00+00:00,15.25875,Nouvelle-Aquitaine
2025-04-08 09:15:00+00:00,16.036875,Nouvelle-Aquitaine
2025-04-08 09:30:00+00:00,16.815,Nouvelle-Aquitaine
2025-04-08 09:45:00+00:00,17.593124,Nouvelle-Aquitaine
2025-04-08 10:00:00+00:00,18.37125,Nouvelle-Aquitaine
2025-04-08 10:15:00+00:00,18.89625,Nouvelle-Aquitaine
2025-04-08 10:30:00+00:00,19.42125,Nouvelle-Aquitaine
2025-04-08 10:45:00+00:00,19.94625,Nouvelle-Aquitaine
2025-04-08 11:00:00+00:00,20.47125,Nouvelle-Aquitaine
2025-04-08 11:15:00+00:00,20.8525,Nouvelle-Aquitaine
2025-04-08 11:30:00+00:00,21.23375,Nouvelle-Aquitaine
2025-04-08 11:45:00+00:00,21.615,Nouvelle-Aquitaine
2025-04-08 12:00:00+00:00,21.99625,Nouvelle-Aquitaine
2025-04-08 12:15:00+00:00,22.205626,Nouvelle-Aquitaine
2025-04-08 12:30:00+00:00,22.415,Nouvelle-Aquitaine
2025-04-08 12:45:00+00:00,22.624374,Nouvelle-Aquitaine
2025-04-08 13:00:00+00:00,22.83375,Nouvelle-Aquitaine
2025-04-08 13:15:00+00:00,22.94,Nouvelle-Aquitaine
2025-04-08 13:30:00+00:00,23.04625,Nouvelle-Aquitaine
2025-04-08 13:45:00+00:00,23.1525,Nouvelle-Aquitaine
2025-04-08 14:00:00+00:00,23.25875,Nouvelle-Aquitaine
2025-04-08 14:15:00+00:00,23.249376,Nouvelle-Aquitaine
2025-04-08 14:30:00+00:00,23.240002,Nouvelle-Aquitaine
2025-04-08 14:45:00+00:00,23.230625,Nouvelle-Aquitaine
2025-04-08 15:00:00+00:00,23.22125,Nouvelle-Aquitaine
2025-04-08 15:15:00+00:00,23.14,Nouvelle-Aquitaine
2025-04-08 15:30:00+00:00,23.05875,Nouvelle-Aquitaine
2025-04-08 15:45:00+00:00,22.9775,Nouvelle-Aquitaine
2025-04-08 16:00:00+00:00,22.89625,Nouvelle-Aquitaine
2025-04-08 16:15:00+00:00,22.724375,Nouvelle-Aquitaine
2025-04-08 16:30:00+00:00,22.5525,Nouvelle-Aquitaine
2025-04-08 16:45:00+00:00,22.380625,Nouvelle-Aquitaine
2025-04-08 17:00:00+00:00,22.20875,Nouvelle-Aquitaine
2025-04-08 17:15:00+00:00,21.915,Nouvelle-Aquitaine
2025-04-08 17:30:00+00:00,21.62125,Nouvelle-Aquitaine
2025-04-08 17:45:00+00:00,21.3275,Nouvelle-Aquitaine
2025-04-08 18:00:00+00:00,21.03375,Nouvelle-Aquitaine
2025-04-08 18:15:00+00:00,20.549376,Nouvelle-Aquitaine
2025-04-08 18:30:00+00:00,20.065,Nouvelle-Aquitaine
2025-04-08 18:45:00+00:00,19.580626,Nouvelle-Aquitaine
2025-04-08 19:00:00+00:00,19.09625,Nouvelle-Aquitaine
2025-04-08 19:15:00+00:00,18.743126,Nouvelle-Aquitaine
2025-04-08 19:30:00+00:00,18.39,Nouvelle-Aquitaine
2025-04-08 19:45:00+00:00,18.036875,Nouvelle-Aquitaine
2025-04-08 20:00:00+00:00,17.68375,Nouvelle-Aquitaine
2025-04-08 20:15:00+00:00,17.29625,Nouvelle-Aquitaine
2025-04-08 20:30:00+00:00,16.90875,Nouvelle-Aquitaine
2025-04-08 20:45:00+00:00,16.521252,Nouvelle-Aquitaine
2025-04-08 21:00:00+00:00,16.13375,Nouvelle-Aquitaine
2025-04-08 21:15:00+00:00,15.855625,Nouvelle-Aquitaine
2025-04-08 21:30:00+00:00,15.5775,Nouvelle-Aquitaine
2025-04-08 21:45:00+00:00,15.299376,Nouvelle-Aquitaine
2025-04-08 22:00:00+00:00,15.02125,Nouvelle-Aquitaine
2025-04-08 22:15:00+00:00,14.77125,Nouvelle-Aquitaine
2025-04-08 22:30:00+00:00,14.52125,Nouvelle-Aquitaine
2025-04-08 22:45:00+00:00,14.27125,Nouvelle-Aquitaine
2025-04-08 23:00:00+00:00,14.02125,Nouvelle-Aquitaine
2025-04-08 23:15:00+00:00,13.815,Nouvelle-Aquitaine
2025-04-08 23:30:00+00:00,13.608749,Nouvelle-Aquitaine
2025-04-08 23:45:00+00:00,13.4025,Nouvelle-Aquitaine
2025-04-09 00:00:00+00:00,13.19625,Nouvelle-Aquitaine
2025-04-09 00:15:00+00:00,12.961875,Nouvelle-Aquitaine
2025-04-09 00:30:00+00:00,12.7275,Nouvelle-Aquitaine
2025-04-09 00:45:00+00:00,12.493125,Nouvelle-Aquitaine
2025-04-09 01:00:00+00:00,12.25875,Nouvelle-Aquitaine
2025-04-09 01:15:00+00:00,12.030624,Nouvelle-Aquitaine
2025-04-09 01:30:00+00:00,11.8025,Nouvelle-Aquitaine
2025-04-09 01:45:00+00:00,11.574375,Nouvelle-Aquitaine
2025-04-09 02:00:00+00:00,11.34625,Nouvelle-Aquitaine
2025-04-09 02:15:00+00:00,11.20875,Nouvelle-Aquitaine
2025-04-09 02:30:00+00:00,11.07125,Nouvelle-Aquitaine
2025-04-09 02:45:00+00:00,10.93375,Nouvelle-Aquitaine
2025-04-09 03:00:00+00:00,10.79625,Nouvelle-Aquitaine
2025-04-09 03:15:00+00:00,10.6525,Nouvelle-Aquitaine
2025-04-09 03:30:00+00:00,10.508751,Nouvelle-Aquitaine
2025-04-09 03:45:00+00:00,10.365001,Nouvelle-Aquitaine
2025-04-09 04:00:00+00:00,10.221251,Nouvelle-Aquitaine
2025-04-09 04:15:00+00:00,10.043125,Nouvelle-Aquitaine
2025-04-09 04:30:00+00:00,9.865,Nouvelle-Aquitaine
2025-04-09 04:45:00+00:00,9.686875,Nouvelle-Aquitaine
2025-04-09 05:00:00+00:00,9.50875,Nouvelle-Aquitaine
2025-04-09 05:15:00+00:00,9.474375,Nouvelle-Aquitaine
2025-04-09 05:30:00+00:00,9.440001,Nouvelle-Aquitaine
2025-04-09 05:45:00+00:00,9.405625,Nouvelle-Aquitaine
2025-04-09 06:00:00+00:00,9.37125,Nouvelle-Aquitaine
2025-04-09 06:15:00+00:00,9.877501,Nouvelle-Aquitaine
2025-04-09 06:30:00+00:00,10.38375,Nouvelle-Aquitaine
2025-04-09 06:45:00+00:00,10.889999,Nouvelle-Aquitaine
2025-04-09 07:00:00+00:00,11.39625,Nouvelle-Aquitaine
2025-04-09 07:15:00+00:00,12.018125,Nouvelle-Aquitaine
2025-04-09 07:30:00+00:00,12.639999,Nouvelle-Aquitaine
2025-04-09 07:45:00+00:00,13.261875,Nouvelle-Aquitaine
2025-04-09 08:00:00+00:00,13.88375,Nouvelle-Aquitaine
2025-04-09 08:15:00+00:00,14.49,Nouvelle-Aquitaine
2025-04-09 08:30:00+00:00,15.096251,Nouvelle-Aquitaine
2025-04-09 08:45:00+00:00,15.7025,Nouvelle-Aquitaine
2025-04-09 09:00:00+00:00,16.30875,Nouvelle-Aquitaine
2025-04-09 09:15:00+00:00,16.824375,Nouvelle-Aquitaine
2025-04-09 09:30:00+00:00,17.34,Nouvelle-Aquitaine
2025-04-09 09:45:00+00:00,17.855625,Nouvelle-Aquitaine
2025-04-09 10:00:00+00:00,18.37125,Nouvelle-Aquitaine
2025-04-09 10:15:00+00:00,18.75875,Nouvelle-Aquitaine
2025-04-09 10:30:00+00:00,19.146252,Nouvelle-Aquitaine
2025-04-09 10:45:00+00:00,19.53375,Nouvelle-Aquitaine
2025-04-09 11:00:00+00:00,19.921251,Nouvelle-Aquitaine
2025-04-09 11:15:00+00:00,20.177502,Nouvelle-Aquitaine
2025-04-09 11:30:00+00:00,20.43375,Nouvelle-Aquitaine
2025-04-09 11:45:00+00:00,20.69,Nouvelle-Aquitaine
2025-04-09 12:00:00+00:00,20.94625,Nouvelle-Aquitaine
2025-04-09 12:15:00+00:00,21.099377,Nouvelle-Aquitaine
2025-04-09 12:30:00+00:00,21.2525,Nouvelle-Aquitaine
2025-04-09 12:45:00+00:00,21.405624,Nouvelle-Aquitaine
2025-04-09 13:00:00+00:00,21.55875,Nouvelle-Aquitaine
2025-04-09 13:15:00+00:00,21.655624,Nouvelle-Aquitaine
2025-04-09 13:30:00+00:00,21.7525,Nouvelle-Aquitaine
2025-04-09 13:45:00+00:00,21.849377,Nouvelle-Aquitaine
2025-04-09 14:00:00+00:00,21.94625,Nouvelle-Aquitaine
2025-04-09 14:15:00+00:00,21.943127,Nouvelle-Aquitaine
2025-04-09 14:30:00+00:00,21.94,Nouvelle-Aquitaine
2025-04-09 14:45:00+00:00,21.936874,Nouvelle-Aquitaine
2025-04-09 15:00:00+00:00,21.93375,Nouvelle-Aquitaine
2025-04-09 15:15:00+00:00,21.857468,Nouvelle-Aquitaine
2025-04-09 15:30:00+00:00,21.781187,Nouvelle-Aquitaine
2025-04-09 15:45:00+00:00,21.704906,Nouvelle-Aquitaine
2025-04-09 16:00:00+00:00,21.628624,Nouvelle-Aquitaine
2025-04-09 16:15:00+00:00,21.438,Nouvelle-Aquitaine
2025-04-09 16:30:00+00:00,21.247375,Nouvelle-Aquitaine
2025-04-09 16:45:00+00:00,21.05675,Nouvelle-Aquitaine
2025-04-09 17:00:00+00:00,20.866125,Nouvelle-Aquitaine
2025-04-09 17:15:00+00:00,20.563,Nouvelle-Aquitaine
2025-04-09 17:30:00+00:00,20.259876,Nouvelle-Aquitaine
2025-04-09 17:45:00+00:00,19.95675,Nouvelle-Aquitaine
2025-04-09 18:00:00+00:00,19.653625,Nouvelle-Aquitaine
2025-04-09 18:15:00+00:00,19.209875,Nouvelle-Aquitaine
2025-04-09 18:30:00+00:00,18.766125,Nouvelle-Aquitaine
2025-04-09 18:45:00+00:00,18.322374,Nouvelle-Aquitaine
2025-04-09 19:00:00+00:00,17.878624,Nouvelle-Aquitaine
2025-04-09 19:15:00+00:00,17.481749,Nouvelle-Aquitaine
2025-04-09 19:30:00+00:00,17.084873,Nouvelle-Aquitaine
2025-04-09 19:45:00+00:00,16.688,Nouvelle-Aquitaine
2025-04-09 20:00:00+00:00,16.291124,Nouvelle-Aquitaine
2025-04-09 20:15:00+00:00,15.994249,Nouvelle-Aquitaine
2025-04-09 20:30:00+00:00,15.697374,Nouvelle-Aquitaine
2025-04-09 20:45:00+00:00,15.4005,Nouvelle-Aquitaine
2025-04-09 21:00:00+00:00,15.103625,Nouvelle-Aquitaine
2025-04-09 21:15:00+00:00,14.9505005,Nouvelle-Aquitaine
2025-04-09 21:30:00+00:00,14.797375,Nouvelle-Aquitaine
2025-04-09 21:45:00+00:00,14.64425,Nouvelle-Aquitaine
2025-04-09 22:00:00+00:00,14.491125,Nouvelle-Aquitaine
2025-04-09 22:15:00+00:00,14.359875,Nouvelle-Aquitaine
2025-04-09 22:30:00+00:00,14.228624,Nouvelle-Aquitaine
2025-04-09 22:45:00+00:00,14.097375,Nouvelle-Aquitaine
2025-04-09 23:00:00+00:00,13.966125,Nouvelle-Aquitaine
2025-04-09 23:15:00+00:00,13.822374,Nouvelle-Aquitaine
2025-04-09 23:30:00+00:00,13.678625,Nouvelle-Aquitaine
2025-04-09 23:45:00+00:00,13.534875,Nouvelle-Aquitaine
2025-04-10 00:00:00+00:00,13.391125,Nouvelle-Aquitaine
2025-04-10 00:15:00+00:00,13.244249,Nouvelle-Aquitaine
2025-04-10 00:30:00+00:00,13.097375,Nouvelle-Aquitaine
2025-04-10 00:45:00+00:00,12.9505005,Nouvelle-Aquitaine
2025-04-10 01:00:00+00:00,12.803625,Nouvelle-Aquitaine
2025-04-10 01:15:00+00:00,12.6755,Nouvelle-Aquitaine
2025-04-10 01:30:00+00:00,12.547375,Nouvelle-Aquitaine
2025-04-10 01:45:00+00:00,12.41925,Nouvelle-Aquitaine
2025-04-10 02:00:00+00:00,12.291124,Nouvelle-Aquitaine
2025-04-10 02:15:00+00:00,12.159874,Nouvelle-Aquitaine
2025-04-10 02:30:00+00:00,12.028625,Nouvelle-Aquitaine
2025-04-10 02:45:00+00:00,11.897375,Nouvelle-Aquitaine
2025-04-10 03:00:00+00:00,11.766125,Nouvelle-Aquitaine
2025-04-10 03:15:00+00:00,11.666124,Nouvelle-Aquitaine
2025-04-10 03:30:00+00:00,11.566125,Nouvelle-Aquitaine
2025-04-10 03:45:00+00:00,11.4661255,Nouvelle-Aquitaine
2025-04-10 04:00:00+00:00,11.366125,Nouvelle-Aquitaine
2025-04-10 04:15:00+00:00,11.2786255,Nouvelle-Aquitaine
2025-04-10 04:30:00+00:00,11.191125,Nouvelle-Aquitaine
2025-04-10 04:45:00+00:00,11.103624,Nouvelle-Aquitaine
2025-04-10 05:00:00+00:00,11.016125,Nouvelle-Aquitaine
2025-04-10 05:15:00+00:00,10.9505,Nouvelle-Aquitaine
2025-04-10 05:30:00+00:00,10.884874,Nouvelle-Aquitaine
2025-04-10 05:45:00+00:00,10.81925,Nouvelle-Aquitaine
2025-04-10 06:00:00+00:00,10.753625,Nouvelle-Aquitaine
2025-04-10 06:15:00+00:00,10.972375,Nouvelle-Aquitaine
2025-04-10 06:30:00+00:00,11.191125,Nouvelle-Aquitaine
2025-04-10 06:45:00+00:00,11.409875,Nouvelle-Aquitaine
2025-04-10 07:00:00+00:00,11.628625,Nouvelle-Aquitaine
2025-04-10 07:15:00+00:00,12.09425,Nouvelle-Aquitaine
2025-04-10 07:30:00+00:00,12.5598755,Nouvelle-Aquitaine
2025-04-10 07:45:00+00:00,13.0255,Nouvelle-Aquitaine
2025-04-10 08:00:00+00:00,13.491125,Nouvelle-Aquitaine
2025-04-10 08:15:00+00:00,14.041125,Nouvelle-Aquitaine
2025-04-10 08:30:00+00:00,14.5911255,Nouvelle-Aquitaine
2025-04-10 08:45:00+00:00,15.141125,Nouvelle-Aquitaine
2025-04-10 09:00:00+00:00,15.691125,Nouvelle-Aquitaine
2025-04-10 09:15:00+00:00,16.247375,Nouvelle-Aquitaine
2025-04-10 09:30:00+00:00,16.803625,Nouvelle-Aquitaine
2025-04-10 09:45:00+00:00,17.359875,Nouvelle-Aquitaine
2025-04-10 10:00:00+00:00,17.916124,Nouvelle-Aquitaine
2025-04-10 10:15:00+00:00,18.36925,Nouvelle-Aquitaine
2025-04-10 10:30:00+00:00,18.822374,Nouvelle-Aquitaine
2025-04-10 10:45:00+00:00,19.2755,Nouvelle-Aquitaine
2025-04-10 11:00:00+00:00,19.728624,Nouvelle-Aquitaine
2025-04-10 11:15:00+00:00,20.041124,Nouvelle-Aquitaine
2025-04-10 11:30:00+00:00,20.353624,Nouvelle-Aquitaine
2025-04-10 11:45:00+00:00,20.666124,Nouvelle-Aquitaine
2025-04-10 12:00:00+00:00,20.978624,Nouvelle-Aquitaine
2025-04-10 12:15:00+00:00,21.194248,Nouvelle-Aquitaine
2025-04-10 12:30:00+00:00,21.409874,Nouvelle-Aquitaine
2025-04-10 12:45:00+00:00,21.6255,Nouvelle-Aquitaine
2025-04-10 13:00:00+00:00,21.841124,Nouvelle-Aquitaine
2025-04-10 13:15:00+00:00,21.978624,Nouvelle-Aquitaine
2025-04-10 13:30:00+00:00,22.116123,Nouvelle-Aquitaine
2025-04-10 13:45:00+00:00,22.253624,Nouvelle-Aquitaine
2025-04-10 14:00:00+00:00,22.391125,Nouvelle-Aquitaine
2025-04-10 14:15:00+00:00,22.416124,Nouvelle-Aquitaine
2025-04-10 14:30:00+00:00,22.441124,Nouvelle-Aquitaine
2025-04-10 14:45:00+00:00,22.466125,Nouvelle-Aquitaine
2025-04-10 15:00:00+00:00,22.491125,Nouvelle-Aquitaine
2025-04-10 15:15:00+00:00,22.434875,Nouvelle-Aquitaine
2025-04-10 15:30:00+00:00,22.378624,Nouvelle-Aquitaine
2025-04-10 15:45:00+00:00,22.322374,Nouvelle-Aquitaine
2025-04-10 16:00:00+00:00,22.266125,Nouvelle-Aquitaine
2025-04-10 16:15:00+00:00,22.109875,Nouvelle-Aquitaine
2025-04-10 16:30:00+00:00,21.953625,Nouvelle-Aquitaine
2025-04-10 16:45:00+00:00,21.797375,Nouvelle-Aquitaine
2025-04-10 17:00:00+00:00,21.641125,Nouvelle-Aquitaine
2025-04-10 17:15:00+00:00,21.34425,Nouvelle-Aquitaine
2025-04-10 17:30:00+00:00,21.047375,Nouvelle-Aquitaine
2025-04-10 17:45:00+00:00,20.7505,Nouvelle-Aquitaine
2025-04-10 18:00:00+00:00,20.453625,Nouvelle-Aquitaine
2025-04-10 18:15:00+00:00,19.997375,Nouvelle-Aquitaine
2025-04-10 18:30:00+00:00,19.541124,Nouvelle-Aquitaine
2025-04-10 18:45:00+00:00,19.084873,Nouvelle-Aquitaine
2025-04-10 19:00:00+00:00,18.628624,Nouvelle-Aquitaine
2025-04-10 19:15:00+00:00,18.28175,Nouvelle-Aquitaine
2025-04-10 19:30:00+00:00,17.934875,Nouvelle-Aquitaine
2025-04-10 19:45:00+00:00,17.588,Nouvelle-Aquitaine
2025-04-10 20:00:00+00:00,17.241125,Nouvelle-Aquitaine
2025-04-10 20:15:00+00:00,16.997375,Nouvelle-Aquitaine
2025-04-10 20:30:00+00:00,16.753624,Nouvelle-Aquitaine
2025-04-10 20:45:00+00:00,16.509874,Nouvelle-Aquitaine
2025-04-10 21:00:00+00:00,16.266125,Nouvelle-Aquitaine
2025-04-10 21:15:00+00:00,16.059875,Nouvelle-Aquitaine
2025-04-10 21:30:00+00:00,15.853624,Nouvelle-Aquitaine
2025-04-10 21:45:00+00:00,15.647375,Nouvelle-Aquitaine
2025-04-10 22:00:00+00:00,15.441125,Nouvelle-Aquitaine
2025-04-10 22:15:00+00:00,15.228625,Nouvelle-Aquitaine
2025-04-10 22:30:00+00:00,15.016125,Nouvelle-Aquitaine
2025-04-10 22:45:00+00:00,14.803625,Nouvelle-Aquitaine
2025-04-10 23:00:00+00:00,14.5911255,Nouvelle-Aquitaine
2025-04-10 23:15:00+00:00,14.391125,Nouvelle-Aquitaine
2025-04-10 23:30:00+00:00,14.191125,Nouvelle-Aquitaine
2025-04-10 23:45:00+00:00,13.991125,Nouvelle-Aquitaine
2025-04-11 00:00:00+00:00,13.791124,Nouvelle-Aquitaine
2025-04-11 00:15:00+00:00,13.631749,Nouvelle-Aquitaine
2025-04-11 00:30:00+00:00,13.472374,Nouvelle-Aquitaine
2025-04-11 00:45:00+00:00,13.313,Nouvelle-Aquitaine
2025-04-11 01:00:00+00:00,13.153625,Nouvelle-Aquitaine
