Datetime,Consommation (MW),Région
2025-03-30 03:30:00+02:00,6266.0,Auvergne-Rhône-Alpes
2025-03-30 03:45:00+02:00,6245.272727272727,Auvergne-Rhône-Alpes
2025-03-30 04:00:00+02:00,6224.545454545455,Auvergne-Rhône-Alpes
2025-03-30 04:15:00+02:00,6203.818181818182,Auvergne-Rhône-Alpes
2025-03-30 04:30:00+02:00,6183.090909090909,Auvergne-Rhône-Alpes
2025-03-30 04:45:00+02:00,6162.363636363636,Auvergne-Rhône-Alpes
2025-03-30 05:00:00+02:00,6141.636363636364,Auvergne-Rhône-Alpes
2025-03-30 05:15:00+02:00,6120.909090909091,Auvergne-Rhône-Alpes
2025-03-30 05:30:00+02:00,6100.181818181818,Auvergne-Rhône-Alpes
2025-03-30 05:45:00+02:00,6079.454545454545,Auvergne-Rhône-Alpes
2025-03-30 06:00:00+02:00,6058.727272727273,Auvergne-Rhône-Alpes
2025-03-30 06:15:00+02:00,6038.0,Auvergne-Rhône-Alpes
2025-03-30 06:30:00+02:00,6111.4,Auvergne-Rhône-Alpes
2025-03-30 06:45:00+02:00,6184.8,Auvergne-Rhône-Alpes
2025-03-30 07:00:00+02:00,6258.2,Auvergne-Rhône-Alpes
2025-03-30 07:15:00+02:00,6331.6,Auvergne-Rhône-Alpes
2025-03-30 07:30:00+02:00,6405.0,Auvergne-Rhône-Alpes
2025-03-30 07:45:00+02:00,6301.0,Auvergne-Rhône-Alpes
2025-03-30 08:00:00+02:00,6346.111111111111,Auvergne-Rhône-Alpes
2025-03-30 08:15:00+02:00,6391.222222222223,Auvergne-Rhône-Alpes
2025-03-30 08:30:00+02:00,6436.333333333333,Auvergne-Rhône-Alpes
2025-03-30 08:45:00+02:00,6481.444444444444,Auvergne-Rhône-Alpes
2025-03-30 09:00:00+02:00,6526.555555555556,Auvergne-Rhône-Alpes
2025-03-30 09:15:00+02:00,6571.666666666667,Auvergne-Rhône-Alpes
2025-03-30 09:30:00+02:00,6616.777777777777,Auvergne-Rhône-Alpes
2025-03-30 09:45:00+02:00,6661.888888888889,Auvergne-Rhône-Alpes
2025-03-30 10:00:00+02:00,6707.0,Auvergne-Rhône-Alpes
2025-03-30 10:15:00+02:00,6709.333333333333,Auvergne-Rhône-Alpes
2025-03-30 10:30:00+02:00,6711.666666666667,Auvergne-Rhône-Alpes
2025-03-30 10:45:00+02:00,6714.0,Auvergne-Rhône-Alpes
2025-03-30 11:00:00+02:00,6716.333333333333,Auvergne-Rhône-Alpes
2025-03-30 11:15:00+02:00,6718.666666666667,Auvergne-Rhône-Alpes
2025-03-30 11:30:00+02:00,6721.0,Auvergne-Rhône-Alpes
2025-03-30 11:45:00+02:00,6597.0,Auvergne-Rhône-Alpes
2025-03-30 12:00:00+02:00,6638.0,Auvergne-Rhône-Alpes
2025-03-30 12:15:00+02:00,6679.0,Auvergne-Rhône-Alpes
2025-03-30 12:30:00+02:00,6720.0,Auvergne-Rhône-Alpes
2025-03-30 12:45:00+02:00,6761.0,Auvergne-Rhône-Alpes
2025-03-30 13:00:00+02:00,6656.333333333333,Auvergne-Rhône-Alpes
2025-03-30 13:15:00+02:00,6551.666666666667,Auvergne-Rhône-Alpes
2025-03-30 13:30:00+02:00,6447.0,Auvergne-Rhône-Alpes
2025-03-30 13:45:00+02:00,6389.846153846154,Auvergne-Rhône-Alpes
2025-03-30 14:00:00+02:00,6332.692307692308,Auvergne-Rhône-Alpes
2025-03-30 14:15:00+02:00,6275.538461538462,Auvergne-Rhône-Alpes
2025-03-30 14:30:00+02:00,6218.384615384615,Auvergne-Rhône-Alpes
2025-03-30 14:45:00+02:00,6161.2307692307695,Auvergne-Rhône-Alpes
2025-03-30 15:00:00+02:00,6104.076923076923,Auvergne-Rhône-Alpes
2025-03-30 15:15:00+02:00,6046.923076923077,Auvergne-Rhône-Alpes
2025-03-30 15:30:00+02:00,5989.7692307692305,Auvergne-Rhône-Alpes
2025-03-30 15:45:00+02:00,5932.615384615385,Auvergne-Rhône-Alpes
2025-03-30 16:00:00+02:00,5875.461538461538,Auvergne-Rhône-Alpes
2025-03-30 16:15:00+02:00,5818.307692307692,Auvergne-Rhône-Alpes
2025-03-30 16:30:00+02:00,5761.153846153846,Auvergne-Rhône-Alpes
2025-03-30 16:45:00+02:00,5704.0,Auvergne-Rhône-Alpes
2025-03-30 17:00:00+02:00,5622.0,Auvergne-Rhône-Alpes
2025-03-30 17:15:00+02:00,5540.0,Auvergne-Rhône-Alpes
2025-03-30 17:30:00+02:00,5602.583333333333,Auvergne-Rhône-Alpes
2025-03-30 17:45:00+02:00,5665.166666666667,Auvergne-Rhône-Alpes
2025-03-30 18:00:00+02:00,5727.75,Auvergne-Rhône-Alpes
2025-03-30 18:15:00+02:00,5790.333333333333,Auvergne-Rhône-Alpes
2025-03-30 18:30:00+02:00,5852.916666666667,Auvergne-Rhône-Alpes
2025-03-30 18:45:00+02:00,5915.5,Auvergne-Rhône-Alpes
2025-03-30 19:00:00+02:00,5978.083333333333,Auvergne-Rhône-Alpes
2025-03-30 19:15:00+02:00,6040.666666666667,Auvergne-Rhône-Alpes
2025-03-30 19:30:00+02:00,6103.25,Auvergne-Rhône-Alpes
2025-03-30 19:45:00+02:00,6165.833333333333,Auvergne-Rhône-Alpes
2025-03-30 20:00:00+02:00,6228.416666666667,Auvergne-Rhône-Alpes
2025-03-30 20:15:00+02:00,6291.0,Auvergne-Rhône-Alpes
2025-03-30 20:30:00+02:00,6429.0,Auvergne-Rhône-Alpes
2025-03-30 20:45:00+02:00,6394.0,Auvergne-Rhône-Alpes
2025-03-30 21:00:00+02:00,6393.175438596491,Auvergne-Rhône-Alpes
2025-03-30 21:15:00+02:00,6392.350877192983,Auvergne-Rhône-Alpes
2025-03-30 21:30:00+02:00,6391.526315789473,Auvergne-Rhône-Alpes
2025-03-30 21:45:00+02:00,6390.701754385965,Auvergne-Rhône-Alpes
2025-03-30 22:00:00+02:00,6389.877192982456,Auvergne-Rhône-Alpes
2025-03-30 22:15:00+02:00,6389.0526315789475,Auvergne-Rhône-Alpes
2025-03-30 22:30:00+02:00,6388.228070175439,Auvergne-Rhône-Alpes
2025-03-30 22:45:00+02:00,6387.403508771929,Auvergne-Rhône-Alpes
2025-03-30 23:00:00+02:00,6386.578947368421,Auvergne-Rhône-Alpes
